138 1.1237e-04 4.7388e-06 2.5872e-07 1.3029e+00 -1.4462e-02 7.3281e-04 8.4745e-11 5.4782e-15 5.7000e-01
139 1.1240e-04 4.7569e-06 2.6009e-07 1.2954e+00 -1.4352e-02 7.2788e-04 8.3977e-11 5.3544e-15 5.7000e-01
140 1.1243e-04 4.7753e-06 2.6148e-07 1.2879e+00 -1.4237e-02 7.2289e-04 8.3227e-11 5.2342e-15 5.7000e-01
141 1.1247e-04 4.7938e-06 2.6288e-07 1.2805e+00 -1.4118e-02 7.1785e-04 8.2494e-11 5.1175e-15 5.7000e-01
142 1.1250e-04 4.8125e-06 2.6429e-07 1.2731e+00 -1.3994e-02 7.1277e-04 8.1778e-11 5.0041e-15 5.7000e-01
143 1.1253e-04 4.8315e-06 2.6572e-07 1.2658e+00 -1.3866e-02 7.0765e-04 8.1078e-11 4.8938e-15 5.7000e-01
144 1.1256e-04 4.8506e-06 2.6716e-07 1.2586e+00 -1.3734e-02 7.0249e-04 8.0394e-11 4.7865e-15 5.7000e-01
145 1.1259e-04 4.8700e-06 2.6862e-07 1.2513e+00 -1.3598e-02 6.9731e-04 7.9726e-11 4.6820e-15 5.7000e-01
146 1.1262e-04 4.8895e-06 2.7009e-07 1.2442e+00 -1.3457e-02 6.9209e-04 7.9072e-11 4.5804e-15 5.7000e-01
147 1.1266e-04 4.9093e-06 2.7158e-07 1.2370e+00 -1.3313e-02 6.8686e-04 7.8434e-11 4.4815e-15 5.7000e-01
148 1.1269e-04 4.9293e-06 2.7309e-07 1.2299e+00 -1.3164e-02 6.8160e-04 7.7809e-11 4.3854e-15 5.7000e-01
149 1.1272e-04 4.9495e-06 2.7460e-07 1.2228e+00 -1.3012e-02 6.7633e-04 7.7199e-11 4.2919e-15 5.7000e-01
150 1.1276e-04 4.9700e-06 2.7614e-07 1.2158e+00 -1.2857e-02 6.7104e-04 7.6601e-11 4.2010e-15 5.7000e-01
151 1.1279e-04 4.9906e-06 2.7769e-07 1.2088e+00 -1.2697e-02 6.6575e-04 7.6017e-11 4.1125e-15 5.7000e-01
152 1.1282e-04 5.0115e-06 2.7925e-07 1.2018e+00 -1.2535e-02 6.6046e-04 7.5446e-11 4.0265e-15 5.7000e-01
153 1.1286e-04 5.0326e-06 2.8083e-07 1.1948e+00 -1.2368e-02 6.5517e-04 7.4887e-11 3.9428e-15 5.7000e-01
154 1.1289e-04 5.0539e-06 2.8242e-07 1.1879e+00 -1.2199e-02 6.4989e-04 7.4340e-11 3.8614e-15 5.7000e-01
155 1.1292e-04 5.0755e-06 2.8403e-07 1.1810e+00 -1.2026e-02 6.4462e-04 7.3805e-11 3.7820e-15 5.7000e-01
156 1.1296e-04 5.0973e-06 2.8565e-07 1.1741e+00 -1.1851e-02 6.3936e-04 7.3282e-11 3.7048e-15 5.7000e-01
157 1.1299e-04 5.1193e-06 2.8729e-07 1.1672e+00 -1.1672e-02 6.3411e-04 7.2770e-11 3.6294e-15 5.7000e-01
158 1.1303e-04 5.1416e-06 2.8895e-07 1.1604e+00 -1.1490e-02 6.2890e-04 7.2268e-11 3.5560e-15 5.7000e-01
159 1.1306e-04 5.1641e-06 2.9062e-07 1.1535e+00 -1.1306e-02 6.2370e-04 7.1777e-11 3.4842e-15 5.7000e-01
160 1.1310e-04 5.1868e-06 2.9231e-07 1.1467e+00 -1.1119e-02 6.1854e-04 7.1297e-11 3.4141e-15 5.7000e-01
161 1.1314e-04 5.2098e-06 2.9401e-07 1.1399e+00 -1.0929e-02 6.1341e-04 7.0827e-11 3.3455e-15 5.7000e-01
162 1.1317e-04 5.2330e-06 2.9572e-07 1.1331e+00 -1.0737e-02 6.0833e-04 7.0366e-11 3.2783e-15 5.7000e-01
163 1.1321e-04 5.2565e-06 2.9746e-07 1.1263e+00 -1.0542e-02 6.0328e-04 6.9915e-11 3.2127e-15 5.7000e-01
164 1.1324e-04 5.2803e-06 2.9920e-07 1.1195e+00 -1.0345e-02 5.9828e-04 6.9474e-11 3.1485e-15 5.7000e-01
165 1.1328e-04 5.3042e-06 3.0097e-07 1.1127e+00 -1.0146e-02 5.9333e-04 6.9041e-11 3.0857e-15 5.7000e-01
