# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 6000, i.e. number of multipoles equal to 5999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  143       5.516640188324e-10       1.488848368484e-13      -6.004005214185e-12       8.978035413838e-16       3.796791884688e-12       6.850038328624e-13      -4.369124254539e-15 
  144       5.561642666998e-10       1.486647239355e-13      -6.029427082889e-12       9.112867127589e-16       3.722709355749e-12       6.747870945566e-13      -4.305595954833e-15 
  145       5.606470543325e-10       1.483810232916e-13      -6.051963627292e-12       9.248990269627e-16       3.650291125334e-12       6.647490207256e-13      -4.241878661155e-15 
  146       5.651113603446e-10       1.480343677052e-13      -6.071564854588e-12       9.386409539676e-16       3.579544353632e-12       6.548911249594e-13      -4.177999098028e-15 
  147       5.695561269352e-10       1.476254848548e-13      -6.088182087022e-12       9.525129473482e-16       3.510470384909e-12       6.452141896631e-13      -4.113982572449e-15 
  148       5.739802590935e-10       1.471551990591e-13      -6.101768002007e-12       9.665154438455e-16       3.443064602050e-12       6.357182472399e-13      -4.049852922314e-15 
  149       5.783826238030e-10       1.466244330256e-13      -6.112276672249e-12       9.806488629323e-16       3.377316281102e-12       6.264025612733e-13      -3.985632464857e-15 
  150       5.827620492461e-10       1.460342096012e-13      -6.119663605869e-12       9.949136063779e-16       3.313208445817e-12       6.172656077100e-13      -3.921341945069e-15 
  151       5.871173240085e-10       1.453856535213e-13      -6.123885786527e-12       1.009310057813e-15       3.250717722196e-12       6.083050560423e-13      -3.857000484137e-15 
  152       5.914471962840e-10       1.446799931596e-13      -6.124901713542e-12       1.023838582294e-15       3.189814193031e-12       5.995177504907e-13      -3.792625527870e-15 
