# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   94       3.342888684001e-10       9.086145806426e-14      -2.548910143471e-12       3.509881681929e-16       1.176892317109e-11       1.653124601896e-12      -7.621409103508e-15 
   95       3.382699680231e-10       9.290599738281e-14      -2.635056181846e-12       3.585499254049e-16       1.145070365339e-11       1.616990076845e-12      -7.560807381817e-15 
   96       3.422805729620e-10       9.494137331430e-14      -2.721651601042e-12       3.661958383966e-16       1.114348846996e-11       1.581984582686e-12      -7.487669404359e-15 
   97       3.463205728699e-10       9.696571246214e-14      -2.808631090410e-12       3.739268268188e-16       1.084713912864e-11       1.548103113661e-12      -7.404055827754e-15 
   98       3.503896838546e-10       9.897711309978e-14      -2.895927885764e-12       3.817438749179e-16       1.056141165653e-11       1.515329579509e-12      -7.312228149956e-15 
   99       3.544874412082e-10       1.009736455723e-13      -2.983473780472e-12       3.896480331311e-16       1.028595284705e-11       1.483636399058e-12      -7.214653993650e-15 
  100       3.586131921363e-10       1.029533526980e-13      -3.071199136541e-12       3.976404196820e-16       1.002029650690e-11       1.452984093807e-12      -7.114012389652e-15 
  101       3.627660884885e-10       1.049142501701e-13      -3.159032895705e-12       4.057222221759e-16       9.763859703050e-12       1.423320881515e-12      -7.013199060299e-15 
  102       3.669450794873e-10       1.068543269582e-13      -3.246902590517e-12       4.138946991957e-16       9.515939009746e-12       1.394582269786e-12      -6.915331702855e-15 
  103       3.711489044583e-10       1.087715457096e-13      -3.334734355431e-12       4.221591818970e-16       9.275706755491e-12       1.366690649655e-12      -6.823755272900e-15 
  104       3.753763601287e-10       1.106638962551e-13      -3.422454313237e-12       4.305169083521e-16       9.042398620222e-12       1.339573048882e-12      -6.741315435647e-15 
  105       3.796271593063e-10       1.125295634893e-13      -3.509992923767e-12       4.389684976593e-16       8.815913371355e-12       1.313217998456e-12      -6.668055763525e-15 
  106       3.839011751817e-10       1.143667830225e-13      -3.597281246038e-12       4.475144074369e-16       8.596287523811e-12       1.287625626015e-12      -6.603217865168e-15 
  107       3.881981729155e-10       1.161737910754e-13      -3.684249641257e-12       4.561550944921e-16       8.383509594052e-12       1.262789977757e-12      -6.545942713509e-15 
  108       3.925178053852e-10       1.179488254648e-13      -3.770827799020e-12       4.648910145782e-16       8.177518449827e-12       1.238698811584e-12      -6.495267887064e-15 
