# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   75       2.643277038884e-10       5.278659628076e-14      -1.074936762990e-12       2.229263688850e-16       2.069061293167e-11       2.633069141919e-12      -7.969946078823e-15 
   76       2.677384574025e-10       5.467604786276e-14      -1.142260713962e-12       2.289293541175e-16       2.003654572130e-11       2.563192760068e-12      -7.944016030891e-15 
   77       2.711788212780e-10       5.658858192254e-14      -1.210998939063e-12       2.350128909402e-16       1.940739454026e-11       2.495861011398e-12      -7.913335917415e-15 
   78       2.746497828733e-10       5.852282627818e-14      -1.281116890311e-12       2.411771141029e-16       1.880316661460e-11       2.431070715279e-12      -7.879535321624e-15 
   79       2.781520441263e-10       6.047734200545e-14      -1.352578390539e-12       2.474221704566e-16       1.822351047776e-11       2.368779186583e-12      -7.844406045120e-15 
   80       2.816860044082e-10       6.245062264068e-14      -1.425345644910e-12       2.537482193830e-16       1.766769949046e-11       2.308902416875e-12      -7.809906924974e-15 
   81       2.852517433762e-10       6.444109338364e-14      -1.499379252439e-12       2.601554332241e-16       1.713461536064e-11       2.251313255597e-12      -7.778168650817e-15 
   82       2.888490038272e-10       6.644711030047e-14      -1.574638217510e-12       2.666439977114e-16       1.662273166335e-11       2.195839591254e-12      -7.751498581937e-15 
   83       2.924771745508e-10       6.846695952651e-14      -1.651079961393e-12       2.732141123955e-16       1.613009736065e-11       2.142262532603e-12      -7.732385564374e-15 
   84       2.961356236694e-10       7.049890005565e-14      -1.728659587177e-12       2.798659895323e-16       1.565481088588e-11       2.090371101556e-12      -7.722742100560e-15 
   85       2.998247997107e-10       7.254130200476e-14      -1.807327509317e-12       2.865998495874e-16       1.519656879756e-11       2.040140713661e-12      -7.721475957888e-15 
   86       3.035452824805e-10       7.459252991564e-14      -1.887031450407e-12       2.934159257706e-16       1.475534483772e-11       1.991581088773e-12      -7.726522944413e-15 
   87       3.072974377152e-10       7.665090114299e-14      -1.967717151811e-12       3.003144659100e-16       1.433091408027e-11       1.944681513839e-12      -7.735565880130e-15 
   88       3.110814058259e-10       7.871468578978e-14      -2.049328372639e-12       3.072957328561e-16       1.392284469560e-11       1.899409973868e-12      -7.746026596468e-15 
   89       3.148970906415e-10       8.078210664270e-14      -2.131806888712e-12       3.143600048850e-16       1.353048971530e-11       1.855712282887e-12      -7.755057935773e-15 
   90       3.187441481532e-10       8.285133910760e-14      -2.215092491537e-12       3.215075761022e-16       1.315297879688e-11       1.813511214912e-12      -7.759535750804e-15 
   91       3.226219752578e-10       8.492051114491e-14      -2.299122987275e-12       3.287387568456e-16       1.278920998839e-11       1.772705634906e-12      -7.756050904224e-15 
   92       3.265296985018e-10       8.698770320507e-14      -2.383834195712e-12       3.360538740898e-16       1.243784149317e-11       1.733169629743e-12      -7.740901268086e-15 
   93       3.304664586789e-10       8.905098702489e-14      -2.469161351491e-12       3.434532882097e-16       1.209760997731e-11       1.694784249225e-12      -7.710998301738e-15 
   94       3.344323380353e-10       9.110854883149e-14      -2.555043551120e-12       3.509374452812e-16       1.176835814234e-11       1.657540077523e-12      -7.666760133381e-15 
   95       3.384275523536e-10       9.315858463508e-14      -2.641419976002e-12       3.585068334296e-16       1.145014719243e-11       1.621448553508e-12      -7.609640830674e-15 
   96       3.424521604254e-10       9.519926348167e-14      -2.728228567743e-12       3.661619677892e-16       1.114294035932e-11       1.586510319495e-12      -7.541259085080e-15 
   97       3.465060568563e-10       9.722872792192e-14      -2.815406046374e-12       3.739033911316e-16       1.084659914946e-11       1.552714799840e-12      -7.463402765618e-15 
   98       3.505889648711e-10       9.924509448002e-14      -2.902887928568e-12       3.817316744933e-16       1.056087959107e-11       1.520039779537e-12      -7.378033472624e-15 
   99       3.547004291181e-10       1.012464541225e-13      -2.990608545860e-12       3.896474178044e-16       1.028542848125e-11       1.488450982815e-12      -7.287291091510e-15 
  100       3.588398084747e-10       1.032308727274e-13      -3.078501062864e-12       3.976512505165e-16       1.001977963301e-11       1.457901651731e-12      -7.193498346520e-15 
  101       3.630062688518e-10       1.051963915524e-13      -3.166497495497e-12       4.057438322307e-16       9.763350122428e-12       1.428332124768e-12      -7.099165354489e-15 
  102       3.671987759992e-10       1.071410277047e-13      -3.254528729195e-12       4.139258533257e-16       9.515436535685e-12       1.399669415432e-12      -7.006994178602e-15 
  103       3.714160883099e-10       1.090627746090e-13      -3.342524537130e-12       4.221980355861e-16       9.275211216169e-12       1.371826790847e-12      -6.919883382154e-15 
  104       3.756570190533e-10       1.109596480913e-13      -3.430414184837e-12       4.305611038031e-16       9.041909857715e-12       1.344723777317e-12      -6.840301623919e-15 
  105       3.799212789120e-10       1.128298307078e-13      -3.518128297843e-12       4.390156948547e-16       8.815431228013e-12       1.318350162433e-12      -6.768302266243e-15 
  106       3.842087343755e-10       1.146715478777e-13      -3.605597281468e-12       4.475624374577e-16       8.595811839728e-12       1.292709893346e-12      -6.703247810416e-15 
