# ell  TT    EE    TE     PP     TP
1.220000000000000000e+02 1.415270249783930012e+00 4.356625075431678302e-04 -1.524078284916579457e-02 1.892454500700983769e-10 1.290788443518808894e-07
1.230000000000000000e+02 1.406410439258879874e+00 4.321130423095716189e-04 -1.521630281824053535e-02 1.861223230866281984e-10 1.258287026945396062e-07
1.240000000000000000e+02 1.397678627686348207e+00 4.284533285076273768e-04 -1.518600738505322505e-02 1.830737309161862438e-10 1.226849544366800092e-07
1.250000000000000000e+02 1.389068608091729162e+00 4.246865934489779670e-04 -1.514996920255988304e-02 1.801010511131906676e-10 1.196438856945111280e-07
1.260000000000000000e+02 1.380574173101026147e+00 4.208160644463015574e-04 -1.510826092372950097e-02 1.771974230198552151e-10 1.167015289636236875e-07
1.270000000000000000e+02 1.372189115740275245e+00 4.168448688117223628e-04 -1.506095520152207247e-02 1.743638291891883679e-10 1.138536631191362462e-07
1.280000000000000000e+02 1.363907228635309776e+00 4.127764338570649185e-04 -1.500812468890544947e-02 1.715894480223564076e-10 1.110958134158343622e-07
1.290000000000000000e+02 1.355722731370399226e+00 4.086138995783702901e-04 -1.494984434709526432e-02 1.688828834591491974e-10 1.084237592841866787e-07
1.300000000000000000e+02 1.347631550062357908e+00 4.043611567055596071e-04 -1.488619837035686996e-02 1.662349661984847165e-10 1.058350890885129574e-07
1.310000000000000000e+02 1.339630037486376324e+00 4.000221086518555109e-04 -1.481727326120864906e-02 1.636445863780778537e-10 1.033277316368197920e-07
