# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 10000, i.e. number of multipoles equal to 9999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  151       5.869176317870e-10       1.453885938202e-13      -6.123863916729e-12       1.012820636308e-15       3.250538883803e-12       6.094183866061e-13      -3.857485414390e-15 
  152       5.912502432101e-10       1.446829759883e-13      -6.124879618546e-12       1.027394359870e-15       3.189640379466e-12       6.006522604366e-13      -3.793036291271e-15 
  153       5.955561136048e-10       1.439215890609e-13      -6.122649116243e-12       1.042100773792e-15       3.130292378287e-12       5.920572799396e-13      -3.728599546780e-15 
  154       5.998339083861e-10       1.431058737746e-13      -6.117134062817e-12       1.056940203400e-15       3.072451442349e-12       5.836278120553e-13      -3.664184694609e-15 
  155       6.040822503979e-10       1.422373797432e-13      -6.108297747405e-12       1.071912954092e-15       3.016067154569e-12       5.753572994038e-13      -3.599799140236e-15 
  156       6.082997191230e-10       1.413177672068e-13      -6.096105135405e-12       1.087019310902e-15       2.961081973249e-12       5.672382407671e-13      -3.535448124609e-15 
  157       6.124848498917e-10       1.403488087814e-13      -6.080522908604e-12       1.102259538066e-15       2.907431086625e-12       5.592621715712e-13      -3.471134667823e-15 
  158       6.166361330916e-10       1.393323912085e-13      -6.061519505300e-12       1.117633878583e-15       2.855042267424e-12       5.514196443682e-13      -3.406859512797e-15 
  159       6.207520133765e-10       1.382705171043e-13      -6.039065160427e-12       1.133142553784e-15       2.803835727411e-12       5.437002093183e-13      -3.342621068961e-15 
  160       6.248308888760e-10       1.371653067094e-13      -6.013131945680e-12       1.148785762889e-15       2.753723971945e-12       5.360923946725e-13      -3.278415355928e-15 
  161       6.288712211336e-10       1.360189503491e-13      -5.983693661891e-12       1.164563670384e-15       2.704629740008e-12       5.285863840489e-13      -3.214244088739e-15 
  162       6.328718775066e-10       1.348335574174e-13      -5.950725421229e-12       1.180476367784e-15       2.656541912528e-12       5.211823553051e-13      -3.150139855340e-15 
